epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.8646,1.32769,3.9081,1.14061,0.09896,0.30489,0.12737,0.08786,1.0676,2.66246,1.00286,0.000138178,0.000138178,0.000138178
2,56.8976,1.21894,2.64641,1.09814,0.25253,0.51738,0.32644,0.21433,1.10454,1.86349,1.07975,0.000275805,0.000275805,0.000275805
3,82.3556,1.1444,2.01064,1.08595,0.58675,0.65252,0.60884,0.43488,0.96964,1.34905,1.05582,0.000412057,0.000412057,0.000412057
4,107.362,1.09175,1.66598,1.06772,0.56127,0.68714,0.68527,0.49526,0.94015,1.27579,1.01717,0.000410808,0.000410808,0.000410808
5,132.354,1.07505,1.5213,1.05803,0.62965,0.74504,0.73667,0.51794,1.02704,1.13154,1.04966,0.000408743,0.000408743,0.000408743
6,157.6,1.04369,1.34607,1.04738,0.72743,0.75617,0.80313,0.59537,0.92432,0.93672,1.0132,0.000406679,0.000406679,0.000406679
7,182.396,1.02341,1.25613,1.04502,0.83691,0.80293,0.87325,0.65648,0.88344,0.8417,0.99783,0.000404615,0.000404615,0.000404615
8,207.718,1.01498,1.18568,1.0504,0.79115,0.83926,0.86477,0.65453,0.87353,0.79494,0.98627,0.000402551,0.000402551,0.000402551
9,232.775,0.99499,1.13926,1.04549,0.78729,0.75517,0.84151,0.63392,0.87644,0.86599,0.99292,0.000400487,0.000400487,0.000400487
10,257.718,0.99155,1.05852,1.04323,0.83935,0.86874,0.91312,0.69353,0.86695,0.73079,0.97999,0.000398423,0.000398423,0.000398423
11,282.741,0.96761,0.99162,1.02739,0.84875,0.86014,0.90543,0.69272,0.85026,0.74177,0.97746,0.000396358,0.000396358,0.000396358
12,307.704,0.97433,0.98453,1.03086,0.87816,0.87587,0.92666,0.70574,0.85215,0.69259,0.99487,0.000394294,0.000394294,0.000394294
13,332.624,0.96177,0.92382,1.03057,0.87928,0.87369,0.9328,0.7137,0.87007,0.67832,0.98004,0.00039223,0.00039223,0.00039223
14,357.633,0.94411,0.89122,1.01974,0.90118,0.89398,0.94127,0.72553,0.8307,0.61728,0.96506,0.000390166,0.000390166,0.000390166
15,382.368,0.94975,0.86894,1.02675,0.88979,0.90308,0.93907,0.71755,0.85594,0.63444,0.96641,0.000388102,0.000388102,0.000388102
16,407.197,0.94523,0.84542,1.02075,0.90123,0.89714,0.94499,0.72324,0.84812,0.60912,0.97782,0.000386038,0.000386038,0.000386038
17,432.044,0.9351,0.82319,1.02005,0.91035,0.91326,0.95797,0.73978,0.83161,0.58466,0.97302,0.000383974,0.000383974,0.000383974
18,456.711,0.93084,0.78673,1.01301,0.91378,0.90884,0.95315,0.7305,0.8398,0.5872,0.97955,0.000381909,0.000381909,0.000381909
